hpo_codes,week_description
HP:0008202,"Hello journal, I'm here. This week's been quite tough. The congestion in my nose's still hanging around, and my chest feels tight like a vice. Breathing's a real effort, and I'm always short of breath. My lips have turned bluish, and my voice is weaker. It's like my body's slowly giving in."
HP:0045082,"Hello journal, I'm here. This week's been quite tough. The congestion in my nose's still hanging around, and my chest feels tight like a vice. Breathing's a real effort, and I'm always short of breath. My lips have turned bluish, and my voice is weaker. It's like my body's slowly giving in."
HP:0000962,"Hello journal, I'm here. This week's been quite tough. The congestion in my nose's still hanging around, and my chest feels tight like a vice. Breathing's a real effort, and I'm always short of breath. My lips have turned bluish, and my voice is weaker. It's like my body's slowly giving in."
HP:0001621,"Hello journal, I'm here. This week's been quite tough. The congestion in my nose's still hanging around, and my chest feels tight like a vice. Breathing's a real effort, and I'm always short of breath. My lips have turned bluish, and my voice is weaker. It's like my body's slowly giving in."
HP:0008202,"Hey journal, it's been a bit strange lately. My nose has been feeling congested, like I've got a cold that won't go away. Breathing through my nose's not as easy as it should be, and it's a bit frustrating. On top of that, I've been coughing more than usual, especially in the mornings."
HP:0010837,"Hey journal, it's been a bit strange lately. My nose has been feeling congested, like I've got a cold that won't go away. Breathing through my nose's not as easy as it should be, and it's a bit frustrating. On top of that, I've been coughing more than usual, especially in the mornings."
HP:0008202,"What's up, journal? This week's been a bit of a challenge. The congestion in my nose's still sticking around, and it's making me sound like I'm always sniffing. Breathing through it's getting harder, and it's starting to get on my nerves. My voice has this strange hoarse quality, and the cough's tagging along, making things a bit more annoying."
HP:0001609,"What's up, journal? This week's been a bit of a challenge. The congestion in my nose's still sticking around, and it's making me sound like I'm always sniffing. Breathing through it's getting harder, and it's starting to get on my nerves. My voice has this strange hoarse quality, and the cough's tagging along, making things a bit more annoying."
HP:0010837,"What's up, journal? This week's been a bit of a challenge. The congestion in my nose's still sticking around, and it's making me sound like I'm always sniffing. Breathing through it's getting harder, and it's starting to get on my nerves. My voice has this strange hoarse quality, and the cough's tagging along, making things a bit more annoying."
HP:0008202,"Hey there, journal. Things are changing. The congestion in my nose's still hanging on, and breathing's getting a bit more challenging. There's this wheezing sound when I exhale, and it's kinda unsettling. The cough's been a constant companion, and it feels like I'm always trying to clear my throat."
HP:0040284,"Hey there, journal. Things are changing. The congestion in my nose's still hanging on, and breathing's getting a bit more challenging. There's this wheezing sound when I exhale, and it's kinda unsettling. The cough's been a constant companion, and it feels like I'm always trying to clear my throat."
HP:0010837,"Hey there, journal. Things are changing. The congestion in my nose's still hanging on, and breathing's getting a bit more challenging. There's this wheezing sound when I exhale, and it's kinda unsettling. The cough's been a constant companion, and it feels like I'm always trying to clear my throat."
HP:0008202,"Hey journal, this week's been quite the ride. The congestion in my nose's still lingering, and breathing's not as smooth as before. That wheezing sound's sticking around, and it's starting to get on my nerves. The cough's still doing its thing, and I'm coughing up mucus now."
HP:0040318,"Hey journal, this week's been quite the ride. The congestion in my nose's still lingering, and breathing's not as smooth as before. That wheezing sound's sticking around, and it's starting to get on my nerves. The cough's still doing its thing, and I'm coughing up mucus now."
HP:0002875,"Hey journal, this week's been quite the ride. The congestion in my nose's still lingering, and breathing's not as smooth as before. That wheezing sound's sticking around, and it's starting to get on my nerves. The cough's still doing its thing, and I'm coughing up mucus now."
HP:0010837,"Hey journal, this week's been quite the ride. The congestion in my nose's still lingering, and breathing's not as smooth as before. That wheezing sound's sticking around, and it's starting to get on my nerves. The cough's still doing its thing, and I'm coughing up mucus now."
HP:0008202,"Hello again, journal. This past week's been a bit of a roller coaster. The congestion in my nose's still here, and it's getting more irritating. Breathing's not as easy as before, and that wheezing sound's become more noticeable. The cough's still there too, and it feels like my body's always working to clear something out."
HP:0040318,"Hello again, journal. This past week's been a bit of a roller coaster. The congestion in my nose's still here, and it's getting more irritating. Breathing's not as easy as before, and that wheezing sound's become more noticeable. The cough's still there too, and it feels like my body's always working to clear something out."
HP:0031917,"Hello again, journal. This past week's been a bit of a roller coaster. The congestion in my nose's still here, and it's getting more irritating. Breathing's not as easy as before, and that wheezing sound's become more noticeable. The cough's still there too, and it feels like my body's always working to clear something out."
HP:0030828,"Hello again, journal. This past week's been a bit of a roller coaster. The congestion in my nose's still here, and it's getting more irritating. Breathing's not as easy as before, and that wheezing sound's become more noticeable. The cough's still there too, and it feels like my body's always working to clear something out."
HP:0010837,"Hello again, journal. This past week's been a bit of a roller coaster. The congestion in my nose's still here, and it's getting more irritating. Breathing's not as easy as before, and that wheezing sound's become more noticeable. The cough's still there too, and it feels like my body's always working to clear something out."
HP:0008202,"Hey journal, things are getting more intense. The congestion in my nose's not giving up, and breathing's become quite a challenge. That wheezing sound when I exhale's still there, and it's starting to worry me. The cough's tagging along too, and it's like my body's always trying to clear something out."
HP:0040318,"Hey journal, things are getting more intense. The congestion in my nose's not giving up, and breathing's become quite a challenge. That wheezing sound when I exhale's still there, and it's starting to worry me. The cough's tagging along too, and it's like my body's always trying to clear something out."
HP:0031917,"Hey journal, things are getting more intense. The congestion in my nose's not giving up, and breathing's become quite a challenge. That wheezing sound when I exhale's still there, and it's starting to worry me. The cough's tagging along too, and it's like my body's always trying to clear something out."
HP:0030828,"Hey journal, things are getting more intense. The congestion in my nose's not giving up, and breathing's become quite a challenge. That wheezing sound when I exhale's still there, and it's starting to worry me. The cough's tagging along too, and it's like my body's always trying to clear something out."
HP:0010837,"Hey journal, things are getting more intense. The congestion in my nose's not giving up, and breathing's become quite a challenge. That wheezing sound when I exhale's still there, and it's starting to worry me. The cough's tagging along too, and it's like my body's always trying to clear something out."
HP:0008202,"Hey journal, I'm here. This week's been a bit of a struggle. The congestion in my nose's still hanging around, and my chest feels like it's under some pressure. Breathing's tougher, and that wheezing sound when I exhale's making me feel uneasy. The cough's not giving me a break, and I've noticed that my lips are turning kinda bluish."
HP:0040318,"Hey journal, I'm here. This week's been a bit of a struggle. The congestion in my nose's still hanging around, and my chest feels like it's under some pressure. Breathing's tougher, and that wheezing sound when I exhale's making me feel uneasy. The cough's not giving me a break, and I've noticed that my lips are turning kinda bluish."
HP:0000962,"Hey journal, I'm here. This week's been a bit of a struggle. The congestion in my nose's still hanging around, and my chest feels like it's under some pressure. Breathing's tougher, and that wheezing sound when I exhale's making me feel uneasy. The cough's not giving me a break, and I've noticed that my lips are turning kinda bluish."
HP:0031917,"Hey journal, I'm here. This week's been a bit of a struggle. The congestion in my nose's still hanging around, and my chest feels like it's under some pressure. Breathing's tougher, and that wheezing sound when I exhale's making me feel uneasy. The cough's not giving me a break, and I've noticed that my lips are turning kinda bluish."
HP:0030828,"Hey journal, I'm here. This week's been a bit of a struggle. The congestion in my nose's still hanging around, and my chest feels like it's under some pressure. Breathing's tougher, and that wheezing sound when I exhale's making me feel uneasy. The cough's not giving me a break, and I've noticed that my lips are turning kinda bluish."
HP:0010837,"Hey journal, I'm here. This week's been a bit of a struggle. The congestion in my nose's still hanging around, and my chest feels like it's under some pressure. Breathing's tougher, and that wheezing sound when I exhale's making me feel uneasy. The cough's not giving me a break, and I've noticed that my lips are turning kinda bluish."
HP:0008202,"Hey journal, this past week's been quite a journey. The congestion in my nose's still here, and my chest feels tight like someone's squeezing it. Breathing's a real effort, and I've noticed that my fingertips are a bit swollen. The cough's relentless, and it's like my body's working hard to keep up."
HP:0045082,"Hey journal, this past week's been quite a journey. The congestion in my nose's still here, and my chest feels tight like someone's squeezing it. Breathing's a real effort, and I've noticed that my fingertips are a bit swollen. The cough's relentless, and it's like my body's working hard to keep up."
HP:0010741,"Hey journal, this past week's been quite a journey. The congestion in my nose's still here, and my chest feels tight like someone's squeezing it. Breathing's a real effort, and I've noticed that my fingertips are a bit swollen. The cough's relentless, and it's like my body's working hard to keep up."
HP:0010837,"Hey journal, this past week's been quite a journey. The congestion in my nose's still here, and my chest feels tight like someone's squeezing it. Breathing's a real effort, and I've noticed that my fingertips are a bit swollen. The cough's relentless, and it's like my body's working hard to keep up."
HP:0008202,"Hello journal, I'm hanging in there. This week's been a bit of a struggle. The congestion in my nose's still here, and my chest feels heavy like something's weighing it down. Breathing's become shallow, and I've noticed that my skin's turned a bit bluish. I'm tired all the time, and even talking feels like a chore."
HP:0040318,"Hello journal, I'm hanging in there. This week's been a bit of a struggle. The congestion in my nose's still here, and my chest feels heavy like something's weighing it down. Breathing's become shallow, and I've noticed that my skin's turned a bit bluish. I'm tired all the time, and even talking feels like a chore."
HP:0000962,"Hello journal, I'm hanging in there. This week's been a bit of a struggle. The congestion in my nose's still here, and my chest feels heavy like something's weighing it down. Breathing's become shallow, and I've noticed that my skin's turned a bit bluish. I'm tired all the time, and even talking feels like a chore."
HP:0001958,"Hello journal, I'm hanging in there. This week's been a bit of a struggle. The congestion in my nose's still here, and my chest feels heavy like something's weighing it down. Breathing's become shallow, and I've noticed that my skin's turned a bit bluish. I'm tired all the time, and even talking feels like a chore."
HP:0012378,"Hello journal, I'm hanging in there. This week's been a bit of a struggle. The congestion in my nose's still here, and my chest feels heavy like something's weighing it down. Breathing's become shallow, and I've noticed that my skin's turned a bit bluish. I'm tired all the time, and even talking feels like a chore."
HP:0008202,"Hello again, journal. This week's been quite a ride. The congestion in my nose's still here, and my chest feels tight as ever. Breathing's become really shallow, and I'm always out of breath. I've noticed that my fingers are changing too, they look kind of rounder at the tips. It's odd."
HP:0045082,"Hello again, journal. This week's been quite a ride. The congestion in my nose's still here, and my chest feels tight as ever. Breathing's become really shallow, and I'm always out of breath. I've noticed that my fingers are changing too, they look kind of rounder at the tips. It's odd."
HP:0001958,"Hello again, journal. This week's been quite a ride. The congestion in my nose's still here, and my chest feels tight as ever. Breathing's become really shallow, and I'm always out of breath. I've noticed that my fingers are changing too, they look kind of rounder at the tips. It's odd."
HP:0100759,"Hello again, journal. This week's been quite a ride. The congestion in my nose's still here, and my chest feels tight as ever. Breathing's become really shallow, and I'm always out of breath. I've noticed that my fingers are changing too, they look kind of rounder at the tips. It's odd."
HP:0008202,"Journal, things are getting more intense. The congestion in my nose's still here, and my chest feels permanently heavy. Breathing's become a real challenge, and I'm always feeling winded. My lips have turned bluish too, and it's like my body's slowly losing the battle."
HP:0045082,"Journal, things are getting more intense. The congestion in my nose's still here, and my chest feels permanently heavy. Breathing's become a real challenge, and I'm always feeling winded. My lips have turned bluish too, and it's like my body's slowly losing the battle."
HP:0000962,"Journal, things are getting more intense. The congestion in my nose's still here, and my chest feels permanently heavy. Breathing's become a real challenge, and I'm always feeling winded. My lips have turned bluish too, and it's like my body's slowly losing the battle."
HP:0008202,"Hello journal, I'm here. This week's been quite tough. The congestion in my nose's still hanging around, and my chest feels tight like a vice. Breathing's a real effort, and I'm always short of breath. My lips have turned bluish, and my voice is weaker. It's like my body's slowly giving in."
HP:0045082,"Hello journal, I'm here. This week's been quite tough. The congestion in my nose's still hanging around, and my chest feels tight like a vice. Breathing's a real effort, and I'm always short of breath. My lips have turned bluish, and my voice is weaker. It's like my body's slowly giving in."
HP:0000962,"Hello journal, I'm here. This week's been quite tough. The congestion in my nose's still hanging around, and my chest feels tight like a vice. Breathing's a real effort, and I'm always short of breath. My lips have turned bluish, and my voice is weaker. It's like my body's slowly giving in."
HP:0001621,"Hello journal, I'm here. This week's been quite tough. The congestion in my nose's still hanging around, and my chest feels tight like a vice. Breathing's a real effort, and I'm always short of breath. My lips have turned bluish, and my voice is weaker. It's like my body's slowly giving in."
HP:0008202,"Hey journal, it's been a bit strange lately. My nose has been feeling congested, like I've got a cold that won't go away. Breathing through my nose's not as easy as it should be, and it's a bit frustrating. On top of that, I've been coughing more than usual, especially in the mornings."
HP:0010837,"Hey journal, it's been a bit strange lately. My nose has been feeling congested, like I've got a cold that won't go away. Breathing through my nose's not as easy as it should be, and it's a bit frustrating. On top of that, I've been coughing more than usual, especially in the mornings."
HP:0008202,"What's up, journal? This week's been a bit of a challenge. The congestion in my nose's still sticking around, and it's making me sound like I'm always sniffing. Breathing through it's getting harder, and it's starting to get on my nerves. My voice has this strange hoarse quality, and the cough's tagging along, making things a bit more annoying."
HP:0001609,"What's up, journal? This week's been a bit of a challenge. The congestion in my nose's still sticking around, and it's making me sound like I'm always sniffing. Breathing through it's getting harder, and it's starting to get on my nerves. My voice has this strange hoarse quality, and the cough's tagging along, making things a bit more annoying."
HP:0010837,"What's up, journal? This week's been a bit of a challenge. The congestion in my nose's still sticking around, and it's making me sound like I'm always sniffing. Breathing through it's getting harder, and it's starting to get on my nerves. My voice has this strange hoarse quality, and the cough's tagging along, making things a bit more annoying."
HP:0008202,"Hey there, journal. Things are changing. The congestion in my nose's still hanging on, and breathing's getting a bit more challenging. There's this wheezing sound when I exhale, and it's kinda unsettling. The cough's been a constant companion, and it feels like I'm always trying to clear my throat."
HP:0040284,"Hey there, journal. Things are changing. The congestion in my nose's still hanging on, and breathing's getting a bit more challenging. There's this wheezing sound when I exhale, and it's kinda unsettling. The cough's been a constant companion, and it feels like I'm always trying to clear my throat."
HP:0010837,"Hey there, journal. Things are changing. The congestion in my nose's still hanging on, and breathing's getting a bit more challenging. There's this wheezing sound when I exhale, and it's kinda unsettling. The cough's been a constant companion, and it feels like I'm always trying to clear my throat."
HP:0008202,"Hey journal, this week's been quite the ride. The congestion in my nose's still lingering, and breathing's not as smooth as before. That wheezing sound's sticking around, and it's starting to get on my nerves. The cough's still doing its thing, and I'm coughing up mucus now."
HP:0040318,"Hey journal, this week's been quite the ride. The congestion in my nose's still lingering, and breathing's not as smooth as before. That wheezing sound's sticking around, and it's starting to get on my nerves. The cough's still doing its thing, and I'm coughing up mucus now."
HP:0002875,"Hey journal, this week's been quite the ride. The congestion in my nose's still lingering, and breathing's not as smooth as before. That wheezing sound's sticking around, and it's starting to get on my nerves. The cough's still doing its thing, and I'm coughing up mucus now."
HP:0010837,"Hey journal, this week's been quite the ride. The congestion in my nose's still lingering, and breathing's not as smooth as before. That wheezing sound's sticking around, and it's starting to get on my nerves. The cough's still doing its thing, and I'm coughing up mucus now."
HP:0008202,"Hello again, journal. This past week's been a bit of a roller coaster. The congestion in my nose's still here, and it's getting more irritating. Breathing's not as easy as before, and that wheezing sound's become more noticeable. The cough's still there too, and it feels like my body's always working to clear something out."
HP:0040318,"Hello again, journal. This past week's been a bit of a roller coaster. The congestion in my nose's still here, and it's getting more irritating. Breathing's not as easy as before, and that wheezing sound's become more noticeable. The cough's still there too, and it feels like my body's always working to clear something out."
HP:0031917,"Hello again, journal. This past week's been a bit of a roller coaster. The congestion in my nose's still here, and it's getting more irritating. Breathing's not as easy as before, and that wheezing sound's become more noticeable. The cough's still there too, and it feels like my body's always working to clear something out."
HP:0030828,"Hello again, journal. This past week's been a bit of a roller coaster. The congestion in my nose's still here, and it's getting more irritating. Breathing's not as easy as before, and that wheezing sound's become more noticeable. The cough's still there too, and it feels like my body's always working to clear something out."
HP:0010837,"Hello again, journal. This past week's been a bit of a roller coaster. The congestion in my nose's still here, and it's getting more irritating. Breathing's not as easy as before, and that wheezing sound's become more noticeable. The cough's still there too, and it feels like my body's always working to clear something out."
HP:0008202,"Hey journal, things are getting more intense. The congestion in my nose's not giving up, and breathing's become quite a challenge. That wheezing sound when I exhale's still there, and it's starting to worry me. The cough's tagging along too, and it's like my body's always trying to clear something out."
HP:0040318,"Hey journal, things are getting more intense. The congestion in my nose's not giving up, and breathing's become quite a challenge. That wheezing sound when I exhale's still there, and it's starting to worry me. The cough's tagging along too, and it's like my body's always trying to clear something out."
HP:0031917,"Hey journal, things are getting more intense. The congestion in my nose's not giving up, and breathing's become quite a challenge. That wheezing sound when I exhale's still there, and it's starting to worry me. The cough's tagging along too, and it's like my body's always trying to clear something out."
HP:0030828,"Hey journal, things are getting more intense. The congestion in my nose's not giving up, and breathing's become quite a challenge. That wheezing sound when I exhale's still there, and it's starting to worry me. The cough's tagging along too, and it's like my body's always trying to clear something out."
HP:0010837,"Hey journal, things are getting more intense. The congestion in my nose's not giving up, and breathing's become quite a challenge. That wheezing sound when I exhale's still there, and it's starting to worry me. The cough's tagging along too, and it's like my body's always trying to clear something out."
HP:0008202,"Hey journal, I'm here. This week's been a bit of a struggle. The congestion in my nose's still hanging around, and my chest feels like it's under some pressure. Breathing's tougher, and that wheezing sound when I exhale's making me feel uneasy. The cough's not giving me a break, and I've noticed that my lips are turning kinda bluish."
HP:0040318,"Hey journal, I'm here. This week's been a bit of a struggle. The congestion in my nose's still hanging around, and my chest feels like it's under some pressure. Breathing's tougher, and that wheezing sound when I exhale's making me feel uneasy. The cough's not giving me a break, and I've noticed that my lips are turning kinda bluish."
HP:0000962,"Hey journal, I'm here. This week's been a bit of a struggle. The congestion in my nose's still hanging around, and my chest feels like it's under some pressure. Breathing's tougher, and that wheezing sound when I exhale's making me feel uneasy. The cough's not giving me a break, and I've noticed that my lips are turning kinda bluish."
HP:0031917,"Hey journal, I'm here. This week's been a bit of a struggle. The congestion in my nose's still hanging around, and my chest feels like it's under some pressure. Breathing's tougher, and that wheezing sound when I exhale's making me feel uneasy. The cough's not giving me a break, and I've noticed that my lips are turning kinda bluish."
HP:0030828,"Hey journal, I'm here. This week's been a bit of a struggle. The congestion in my nose's still hanging around, and my chest feels like it's under some pressure. Breathing's tougher, and that wheezing sound when I exhale's making me feel uneasy. The cough's not giving me a break, and I've noticed that my lips are turning kinda bluish."
HP:0010837,"Hey journal, I'm here. This week's been a bit of a struggle. The congestion in my nose's still hanging around, and my chest feels like it's under some pressure. Breathing's tougher, and that wheezing sound when I exhale's making me feel uneasy. The cough's not giving me a break, and I've noticed that my lips are turning kinda bluish."
HP:0008202,"Hey journal, this past week's been quite a journey. The congestion in my nose's still here, and my chest feels tight like someone's squeezing it. Breathing's a real effort, and I've noticed that my fingertips are a bit swollen. The cough's relentless, and it's like my body's working hard to keep up."
HP:0045082,"Hey journal, this past week's been quite a journey. The congestion in my nose's still here, and my chest feels tight like someone's squeezing it. Breathing's a real effort, and I've noticed that my fingertips are a bit swollen. The cough's relentless, and it's like my body's working hard to keep up."
HP:0010741,"Hey journal, this past week's been quite a journey. The congestion in my nose's still here, and my chest feels tight like someone's squeezing it. Breathing's a real effort, and I've noticed that my fingertips are a bit swollen. The cough's relentless, and it's like my body's working hard to keep up."
HP:0010837,"Hey journal, this past week's been quite a journey. The congestion in my nose's still here, and my chest feels tight like someone's squeezing it. Breathing's a real effort, and I've noticed that my fingertips are a bit swollen. The cough's relentless, and it's like my body's working hard to keep up."
HP:0008202,"Hello journal, I'm hanging in there. This week's been a bit of a struggle. The congestion in my nose's still here, and my chest feels heavy like something's weighing it down. Breathing's become shallow, and I've noticed that my skin's turned a bit bluish. I'm tired all the time, and even talking feels like a chore."
HP:0040318,"Hello journal, I'm hanging in there. This week's been a bit of a struggle. The congestion in my nose's still here, and my chest feels heavy like something's weighing it down. Breathing's become shallow, and I've noticed that my skin's turned a bit bluish. I'm tired all the time, and even talking feels like a chore."
HP:0000962,"Hello journal, I'm hanging in there. This week's been a bit of a struggle. The congestion in my nose's still here, and my chest feels heavy like something's weighing it down. Breathing's become shallow, and I've noticed that my skin's turned a bit bluish. I'm tired all the time, and even talking feels like a chore."
HP:0001958,"Hello journal, I'm hanging in there. This week's been a bit of a struggle. The congestion in my nose's still here, and my chest feels heavy like something's weighing it down. Breathing's become shallow, and I've noticed that my skin's turned a bit bluish. I'm tired all the time, and even talking feels like a chore."
HP:0012378,"Hello journal, I'm hanging in there. This week's been a bit of a struggle. The congestion in my nose's still here, and my chest feels heavy like something's weighing it down. Breathing's become shallow, and I've noticed that my skin's turned a bit bluish. I'm tired all the time, and even talking feels like a chore."
HP:0008202,"Hello again, journal. This week's been quite a ride. The congestion in my nose's still here, and my chest feels tight as ever. Breathing's become really shallow, and I'm always out of breath. I've noticed that my fingers are changing too, they look kind of rounder at the tips. It's odd."
HP:0045082,"Hello again, journal. This week's been quite a ride. The congestion in my nose's still here, and my chest feels tight as ever. Breathing's become really shallow, and I'm always out of breath. I've noticed that my fingers are changing too, they look kind of rounder at the tips. It's odd."
HP:0001958,"Hello again, journal. This week's been quite a ride. The congestion in my nose's still here, and my chest feels tight as ever. Breathing's become really shallow, and I'm always out of breath. I've noticed that my fingers are changing too, they look kind of rounder at the tips. It's odd."
HP:0100759,"Hello again, journal. This week's been quite a ride. The congestion in my nose's still here, and my chest feels tight as ever. Breathing's become really shallow, and I'm always out of breath. I've noticed that my fingers are changing too, they look kind of rounder at the tips. It's odd."
HP:0008202,"Journal, things are getting more intense. The congestion in my nose's still here, and my chest feels permanently heavy. Breathing's become a real challenge, and I'm always feeling winded. My lips have turned bluish too, and it's like my body's slowly losing the battle."
HP:0045082,"Journal, things are getting more intense. The congestion in my nose's still here, and my chest feels permanently heavy. Breathing's become a real challenge, and I'm always feeling winded. My lips have turned bluish too, and it's like my body's slowly losing the battle."
HP:0000962,"Journal, things are getting more intense. The congestion in my nose's still here, and my chest feels permanently heavy. Breathing's become a real challenge, and I'm always feeling winded. My lips have turned bluish too, and it's like my body's slowly losing the battle."
HP:0008202,"Hello journal, I'm here. This week's been quite tough. The congestion in my nose's still hanging around, and my chest feels tight like a vice. Breathing's a real effort, and I'm always short of breath. My lips have turned bluish, and my voice is weaker. It's like my body's slowly giving in."
HP:0045082,"Hello journal, I'm here. This week's been quite tough. The congestion in my nose's still hanging around, and my chest feels tight like a vice. Breathing's a real effort, and I'm always short of breath. My lips have turned bluish, and my voice is weaker. It's like my body's slowly giving in."
HP:0000962,"Hello journal, I'm here. This week's been quite tough. The congestion in my nose's still hanging around, and my chest feels tight like a vice. Breathing's a real effort, and I'm always short of breath. My lips have turned bluish, and my voice is weaker. It's like my body's slowly giving in."
HP:0008202,"Hey there, journal. I've been feeling a bit off lately. This stuffy nose is really bothering me, and it's making breathing a bit harder. I find myself taking deeper breaths to get enough air. Also, I've been coughing quite a bit, especially when I wake up in the mornings."
HP:0010837,"Hey there, journal. I've been feeling a bit off lately. This stuffy nose is really bothering me, and it's making breathing a bit harder. I find myself taking deeper breaths to get enough air. Also, I've been coughing quite a bit, especially when I wake up in the mornings."
HP:0008202,"Hello again, journal. This week's been a bit tough. That stuffy nose just won't give up, and it's getting frustrating. Breathing's not as smooth as it used to be, and I've been wheezing a bit. On top of that, my voice sounds hoarse, and the cough's not letting up."
HP:0001609,"Hello again, journal. This week's been a bit tough. That stuffy nose just won't give up, and it's getting frustrating. Breathing's not as smooth as it used to be, and I've been wheezing a bit. On top of that, my voice sounds hoarse, and the cough's not letting up."
HP:0030828,"Hello again, journal. This week's been a bit tough. That stuffy nose just won't give up, and it's getting frustrating. Breathing's not as smooth as it used to be, and I've been wheezing a bit. On top of that, my voice sounds hoarse, and the cough's not letting up."
HP:0010837,"Hello again, journal. This week's been a bit tough. That stuffy nose just won't give up, and it's getting frustrating. Breathing's not as smooth as it used to be, and I've been wheezing a bit. On top of that, my voice sounds hoarse, and the cough's not letting up."
HP:0008202,"Hey journal, things are changing. The congestion in my nose's still hanging around, and taking deep breaths isn't as easy. There's this wheezing sound when I breathe out, and it's a bit unsettling. The cough's tagging along too, and I've been clearing my throat more often."
HP:0040284,"Hey journal, things are changing. The congestion in my nose's still hanging around, and taking deep breaths isn't as easy. There's this wheezing sound when I breathe out, and it's a bit unsettling. The cough's tagging along too, and I've been clearing my throat more often."
HP:0010837,"Hey journal, things are changing. The congestion in my nose's still hanging around, and taking deep breaths isn't as easy. There's this wheezing sound when I breathe out, and it's a bit unsettling. The cough's tagging along too, and I've been clearing my throat more often."
HP:0008202,"Hello journal, this past week's been a bit challenging. The nose congestion's still sticking around, and it's making me feel tired. Breathing's not as effortless as before, and I've noticed that I'm coughing up mucus now. Plus, my chest feels a bit tight at times."
HP:0040318,"Hello journal, this past week's been a bit challenging. The nose congestion's still sticking around, and it's making me feel tired. Breathing's not as effortless as before, and I've noticed that I'm coughing up mucus now. Plus, my chest feels a bit tight at times."
HP:0002875,"Hello journal, this past week's been a bit challenging. The nose congestion's still sticking around, and it's making me feel tired. Breathing's not as effortless as before, and I've noticed that I'm coughing up mucus now. Plus, my chest feels a bit tight at times."
HP:0010837,"Hello journal, this past week's been a bit challenging. The nose congestion's still sticking around, and it's making me feel tired. Breathing's not as effortless as before, and I've noticed that I'm coughing up mucus now. Plus, my chest feels a bit tight at times."
HP:0008202,"Hey journal, things are shifting. The nose congestion's not going anywhere, and breathing's feeling a bit heavier. That wheezing sound's getting on my nerves, and I've noticed that I'm coughing more when I'm active. The mucus isn't letting up either."
HP:0040318,"Hey journal, things are shifting. The nose congestion's not going anywhere, and breathing's feeling a bit heavier. That wheezing sound's getting on my nerves, and I've noticed that I'm coughing more when I'm active. The mucus isn't letting up either."
HP:0031917,"Hey journal, things are shifting. The nose congestion's not going anywhere, and breathing's feeling a bit heavier. That wheezing sound's getting on my nerves, and I've noticed that I'm coughing more when I'm active. The mucus isn't letting up either."
HP:0030828,"Hey journal, things are shifting. The nose congestion's not going anywhere, and breathing's feeling a bit heavier. That wheezing sound's getting on my nerves, and I've noticed that I'm coughing more when I'm active. The mucus isn't letting up either."
HP:0010837,"Hey journal, things are shifting. The nose congestion's not going anywhere, and breathing's feeling a bit heavier. That wheezing sound's getting on my nerves, and I've noticed that I'm coughing more when I'm active. The mucus isn't letting up either."
HP:0008202,"Hello journal, things are getting more intense. That stubborn nose congestion's not giving up, and breathing's become quite a challenge. The wheezing sound's still here, and it's starting to worry me. The cough's relentless too, and it's like my body's always trying to clear something out."
HP:0040318,"Hello journal, things are getting more intense. That stubborn nose congestion's not giving up, and breathing's become quite a challenge. The wheezing sound's still here, and it's starting to worry me. The cough's relentless too, and it's like my body's always trying to clear something out."
HP:0031917,"Hello journal, things are getting more intense. That stubborn nose congestion's not giving up, and breathing's become quite a challenge. The wheezing sound's still here, and it's starting to worry me. The cough's relentless too, and it's like my body's always trying to clear something out."
HP:0030828,"Hello journal, things are getting more intense. That stubborn nose congestion's not giving up, and breathing's become quite a challenge. The wheezing sound's still here, and it's starting to worry me. The cough's relentless too, and it's like my body's always trying to clear something out."
HP:0010837,"Hello journal, things are getting more intense. That stubborn nose congestion's not giving up, and breathing's become quite a challenge. The wheezing sound's still here, and it's starting to worry me. The cough's relentless too, and it's like my body's always trying to clear something out."
HP:0008202,"Hey journal, I'm here. This week's been a bit tough. That congestion in my nose's still hanging around, and my chest feels like it's under some pressure. Breathing's tougher, and that wheezing sound's making me uneasy. The cough's not giving me a break, and my lips are turning a bit bluish."
HP:0040318,"Hey journal, I'm here. This week's been a bit tough. That congestion in my nose's still hanging around, and my chest feels like it's under some pressure. Breathing's tougher, and that wheezing sound's making me uneasy. The cough's not giving me a break, and my lips are turning a bit bluish."
HP:0000962,"Hey journal, I'm here. This week's been a bit tough. That congestion in my nose's still hanging around, and my chest feels like it's under some pressure. Breathing's tougher, and that wheezing sound's making me uneasy. The cough's not giving me a break, and my lips are turning a bit bluish."
HP:0031917,"Hey journal, I'm here. This week's been a bit tough. That congestion in my nose's still hanging around, and my chest feels like it's under some pressure. Breathing's tougher, and that wheezing sound's making me uneasy. The cough's not giving me a break, and my lips are turning a bit bluish."
HP:0030828,"Hey journal, I'm here. This week's been a bit tough. That congestion in my nose's still hanging around, and my chest feels like it's under some pressure. Breathing's tougher, and that wheezing sound's making me uneasy. The cough's not giving me a break, and my lips are turning a bit bluish."
HP:0010837,"Hey journal, I'm here. This week's been a bit tough. That congestion in my nose's still hanging around, and my chest feels like it's under some pressure. Breathing's tougher, and that wheezing sound's making me uneasy. The cough's not giving me a break, and my lips are turning a bit bluish."
HP:0008202,"Hello journal, this past week's been quite a journey. The congestion in my nose's still here, and my chest feels tight like someone's squeezing it. Breathing's become a real effort, and I've noticed that my fingertips are a bit swollen. The cough's relentless, and it's like my body's working hard to keep up."
